# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-a" "ref/eco_gff.gff" "-o" "counts/eco_glyc_1_gene_counts.txt" "-t" "CDS" "-g" "ID" "star/eco_glyc_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star/eco_glyc_1Aligned.sortedByCoord.out.bam
cds-BAB33893.1	BA000007.3	499890	500867	+	978	1175
cds-BAB33894.1	BA000007.3	500845	501360	+	516	508
cds-BAB33895.1	BA000007.3	501538	503109	-	1572	3
cds-BAB33896.1	BA000007.3	503340	504314	-	975	516
cds-BAB33897.1	BA000007.3	504369	506231	-	1863	2202
cds-BAB33898.1	BA000007.3	506256	507155	-	900	1665
cds-BAB33899.1	BA000007.3	507155	507397	-	243	558
cds-BAB33900.1	BA000007.3	507603	509051	+	1449	2933
cds-BAB33901.2	BA000007.3	509105	509695	-	591	264
cds-BAB33902.1	BA000007.3	509658	510569	-	912	696
cds-BAB33903.2	BA000007.3	510737	511228	+	492	6332
cds-BAB33904.2	BA000007.3	511356	512720	-	1365	930
cds-BAB33905.1	BA000007.3	512869	513759	-	891	6763
cds-BAB33906.1	BA000007.3	513771	514100	-	330	2735
cds-BAB33907.1	BA000007.3	514100	514714	-	615	3920
cds-BAB33908.1	BA000007.3	514704	516695	-	1992	17109
cds-BAB33909.1	BA000007.3	516717	517664	-	948	13790
cds-BAB33910.1	BA000007.3	518124	519599	-	1476	1074
cds-BAB33911.2	BA000007.3	519643	520221	-	579	1470
cds-BAB33912.2	BA000007.3	520529	520843	+	315	881
cds-BAB33913.1	BA000007.3	521187	522485	+	1299	15985
cds-BAB33914.1	BA000007.3	522730	523353	+	624	1835
cds-BAB33915.1	BA000007.3	523479	524753	+	1275	3856
cds-BAB33916.1	BA000007.3	524941	527295	+	2355	8318
cds-BAB33917.1	BA000007.3	527504	527776	+	273	4077
cds-BAB33918.1	BA000007.3	527968	529839	+	1872	3366
cds-BAB33919.1	BA000007.3	529990	530361	+	372	77
cds-BAB33920.1	BA000007.3	530467	530865	+	399	39
cds-BAB33921.1	BA000007.3	530917	531612	-	696	1574
cds-BAB33922.1	BA000007.3	531677	533377	-	1701	131
cds-BAB33923.2	BA000007.3	533477	534295	+	819	164
cds-BAB33924.2	BA000007.3	534447	534905	+	459	130
cds-BAB33925.1	BA000007.3	534935	536707	+	1773	237
cds-BAB33926.1	BA000007.3	536700	538481	+	1782	425
cds-BAB33927.1	BA000007.3	538662	539000	+	339	35
cds-BAB33928.1	BA000007.3	539030	540316	+	1287	230
cds-BAB33929.1	BA000007.3	540365	541225	-	861	319
cds-BAB33930.1	BA000007.3	541443	542015	+	573	532
cds-BAB33931.2	BA000007.3	542048	542359	-	312	47
cds-BAB33932.1	BA000007.3	542738	543091	+	354	57
cds-BAB33933.2	BA000007.3	543133	544683	-	1551	951
cds-BAB33934.2	BA000007.3	544847	545317	-	471	316
cds-BAB33935.1	BA000007.3	545433	545984	-	552	541
cds-BAB33936.1	BA000007.3	546156	546374	-	219	1958
cds-BAB33937.1	BA000007.3	546400	546774	-	375	1902
cds-BAB33938.1	BA000007.3	547320	550469	-	3150	4499
cds-BAB33939.1	BA000007.3	550492	551685	-	1194	2872
cds-BAB33940.1	BA000007.3	551827	552474	+	648	753
cds-BAB33941.1	BA000007.3	552602	555964	+	3363	3186
cds-BAB33942.1	BA000007.3	556003	556167	-	165	135
cds-BAB33943.1	BA000007.3	556181	556708	-	528	204
cds-BAB33944.1	BA000007.3	556778	557155	+	378	295
cds-BAB33945.1	BA000007.3	557308	557859	+	552	1370
cds-BAB33946.1	BA000007.3	557988	559919	+	1932	2428
cds-BAB33947.1	BA000007.3	559972	560301	+	330	1332
cds-BAB33948.1	BA000007.3	560301	560906	+	606	1447
cds-BAB33949.1	BA000007.3	561016	562890	+	1875	4953
cds-BAB33950.2	BA000007.3	563011	563715	+	705	2896
cds-BAB33951.1	BA000007.3	563847	564809	+	963	277
cds-BAB33952.1	BA000007.3	564806	565765	-	960	109
cds-BAB33953.1	BA000007.3	565917	567221	+	1305	480
cds-BAB33954.1	BA000007.3	567354	569030	-	1677	655
cds-BAB33955.1	BA000007.3	569267	570487	-	1221	84
cds-BAB33956.1	BA000007.3	570705	572357	+	1653	689
cds-BAB33957.1	BA000007.3	572394	572873	-	480	413
cds-BAB33958.1	BA000007.3	573077	573871	-	795	1310
cds-BAB33959.1	BA000007.3	573955	574350	+	396	365
cds-BAB33960.1	BA000007.3	574565	577069	-	2505	1108
cds-BAB33961.1	BA000007.3	577331	578263	+	933	1016
cds-BAB33962.1	BA000007.3	578266	579558	+	1293	651
cds-BAB33963.1	BA000007.3	579896	581251	+	1356	0
cds-BAB33964.1	BA000007.3	581354	585739	+	4386	9
cds-BAB33965.1	BA000007.3	585947	601822	+	15876	7
cds-BAB33966.2	BA000007.3	601826	603988	+	2163	3
cds-BAB33967.1	BA000007.3	603985	605160	+	1176	10
cds-BAB33968.1	BA000007.3	605157	605564	+	408	260
cds-BAB33969.1	BA000007.3	605768	606190	-	423	0
cds-BAB33971.1	BA000007.3	606275	607291	-	1017	0
cds-BAB33972.1	BA000007.3	607658	608020	+	363	0
cds-BAB33974.2	BA000007.3	608199	608657	-	459	141
cds-BAB33975.1	BA000007.3	608654	609571	-	918	288
cds-BAB33976.1	BA000007.3	609717	610394	+	678	483
cds-BAB33977.2	BA000007.3	610381	611160	+	780	293
cds-BAB33978.2	BA000007.3	611223	612077	-	855	1095
cds-BAB33979.1	BA000007.3	612138	612947	-	810	299
cds-BAB33981.2	BA000007.3	612937	613530	-	594	250
cds-BAB33980.2	BA000007.3	613531	614217	+	687	69
cds-BAB33982.1	BA000007.3	614214	616628	+	2415	120
cds-BAB33983.2	BA000007.3	617058	621254	+	4197	74
cds-BAB33984.1	BA000007.3	621235	621495	+	261	9
cds-BAB33986.2	BA000007.3	622239	622610	-	372	232
cds-BAB33987.1	BA000007.3	622726	623820	-	1095	1321
cds-BAB33988.1	BA000007.3	623889	624815	-	927	21
cds-BAB33989.1	BA000007.3	625045	625527	+	483	20
cds-BAB33990.1	BA000007.3	625605	626420	+	816	1296
cds-BAB33991.1	BA000007.3	626510	628291	+	1782	18
cds-BAB33992.1	BA000007.3	628304	629080	+	777	2
cds-BAB33993.1	BA000007.3	629181	630059	+	879	0
cds-BAB33995.1	BA000007.3	630228	631619	+	1392	3
cds-ECs_0573	BA000007.3	631656	633017	+	1362	210
cds-BAB33998.2	BA000007.3	633074	634375	+	1302	38
cds-BAB33999.1	BA000007.3	634397	635542	+	1146	35
cds-BAB34000.1	BA000007.3	635770	636555	-	786	37
cds-BAB34001.1	BA000007.3	636566	637801	-	1236	28
cds-BAB34002.1	BA000007.3	637823	638872	-	1050	7
cds-BAB34003.1	BA000007.3	639189	640856	+	1668	16
cds-BAB34004.2	BA000007.3	640866	642125	+	1260	24
cds-BAB34005.1	BA000007.3	642136	642951	+	816	16
cds-BAB34006.1	BA000007.3	642948	643841	+	894	23
cds-BAB34007.1	BA000007.3	643980	645047	-	1068	209
cds-BAB34008.1	BA000007.3	645044	645553	-	510	144
cds-BAB34009.1	BA000007.3	645671	646393	-	723	476
cds-BAB34010.1	BA000007.3	646396	646890	-	495	4897
cds-BAB34011.1	BA000007.3	647064	648449	+	1386	1475
cds-BAB34012.1	BA000007.3	648485	649006	-	522	162
cds-BAB34013.2	BA000007.3	649114	649326	-	213	99
cds-BAB34014.1	BA000007.3	649328	650194	-	867	1137
cds-BAB34015.2	BA000007.3	650665	651207	+	543	16
cds-BAB34016.1	BA000007.3	651427	652119	+	693	5
cds-BAB34017.1	BA000007.3	652150	654759	+	2610	32
cds-BAB34018.2	BA000007.3	654772	655779	+	1008	0
cds-BAB34019.1	BA000007.3	655790	656305	+	516	4
cds-BAB34020.1	BA000007.3	656308	656940	-	633	120
cds-BAB34021.1	BA000007.3	657305	658066	-	762	36
cds-BAB34022.1	BA000007.3	658249	659139	-	891	221
cds-BAB34023.1	BA000007.3	659140	662112	-	2973	968
cds-BAB34024.1	BA000007.3	662099	664336	-	2238	428
cds-BAB34025.1	BA000007.3	664602	665738	-	1137	5
cds-BAB34026.1	BA000007.3	666201	667535	-	1335	0
cds-BAB34027.1	BA000007.3	667704	668111	-	408	0
cds-BAB34028.1	BA000007.3	668129	672979	-	4851	0
cds-BAB34029.1	BA000007.3	672999	673460	-	462	0
cds-BAB34030.1	BA000007.3	673488	675389	-	1902	1
cds-BAB34031.1	BA000007.3	675983	677431	-	1449	427
cds-BAB34032.1	BA000007.3	677421	678104	-	684	401
cds-BAB34033.1	BA000007.3	678261	679643	+	1383	39
cds-BAB34034.1	BA000007.3	679667	679999	+	333	5
cds-BAB34035.1	BA000007.3	680015	681238	+	1224	12
cds-BAB34036.1	BA000007.3	681250	684387	+	3138	74
cds-BAB34037.1	BA000007.3	684489	685865	+	1377	217
cds-BAB34038.1	BA000007.3	685933	687180	-	1248	495
cds-BAB34039.1	BA000007.3	687288	687941	-	654	1145
cds-BAB34040.1	BA000007.3	688035	688403	-	369	114
cds-BAB34041.1	BA000007.3	688468	688716	-	249	89
cds-BAB34042.1	BA000007.3	688782	689900	-	1119	151
cds-BAB34043.1	BA000007.3	690339	690491	+	153	7
cds-BAB34044.2	BA000007.3	690842	690994	+	153	7
cds-BAB34045.2	BA000007.3	691116	691859	-	744	282
cds-BAB34046.1	BA000007.3	691911	694151	-	2241	83
cds-BAB34047.2	BA000007.3	694394	695596	+	1203	26
cds-BBE29397.1	BA000007.3	695599	695817	+	219	6
cds-BAB34048.1	BA000007.3	695814	699695	+	3882	138
cds-BAB34049.1	BA000007.3	699911	701044	+	1134	11
cds-BAB34050.1	BA000007.3	701041	701856	-	816	14
cds-BAB34051.1	BA000007.3	701853	702845	-	993	18
cds-BAB34052.1	BA000007.3	702842	703846	-	1005	84
cds-BAB34053.1	BA000007.3	703957	705207	+	1251	64
cds-BAB34054.1	BA000007.3	705211	706167	-	957	111
cds-BAB34055.1	BA000007.3	706356	707531	+	1176	30
cds-BAB34056.1	BA000007.3	707541	709151	+	1611	39
cds-BAB34057.1	BA000007.3	709165	710022	+	858	13
cds-BAB34058.1	BA000007.3	710022	710768	+	747	42
cds-BAB34059.1	BA000007.3	710771	711184	+	414	33
cds-BAB34060.1	BA000007.3	711365	713470	+	2106	372
cds-BBE29398.1	BA000007.3	713652	713849	+	198	61
cds-BAB34061.1	BA000007.3	713859	714947	-	1089	176
cds-BAB34062.1	BA000007.3	715056	716216	+	1161	77
cds-BAB34063.1	BA000007.3	716217	716846	-	630	50
cds-BAB34064.1	BA000007.3	716819	718039	-	1221	30
cds-BAB34065.1	BA000007.3	718186	719088	-	903	57
cds-BAB34066.2	BA000007.3	719298	720044	-	747	190
cds-BAB34067.1	BA000007.3	720416	720979	+	564	17425
cds-BAB34068.1	BA000007.3	721078	722673	+	1596	15348
cds-BAB34069.1	BA000007.3	722794	723222	-	429	316
cds-BAB34070.1	BA000007.3	723443	724681	+	1239	113
cds-BAB34072.1	BA000007.3	724912	725322	-	411	396
cds-BAB34073.1	BA000007.3	725552	726358	-	807	702
cds-BAB34074.1	BA000007.3	726472	727935	-	1464	50
cds-BAB34075.1	BA000007.3	727986	728864	-	879	21
cds-BAB34076.1	BA000007.3	728839	729390	-	552	57
cds-BAB34077.1	BA000007.3	729394	730926	-	1533	4
cds-BAB34078.2	BA000007.3	730937	731845	-	909	4
cds-BAB34079.1	BA000007.3	731842	732138	-	297	6
cds-BAB34080.2	BA000007.3	732153	733211	-	1059	50
cds-BAB34081.1	BA000007.3	733591	735249	+	1659	194
cds-BAB34082.1	BA000007.3	735218	735898	+	681	217
cds-BAB34083.1	BA000007.3	735939	737324	-	1386	116
cds-BAB34084.1	BA000007.3	737913	738473	+	561	460
cds-BAB34085.1	BA000007.3	738648	738857	+	210	145289
cds-BAB34086.1	BA000007.3	738911	739294	-	384	818
cds-BAB34087.1	BA000007.3	739387	740175	+	789	166
cds-BAB34088.1	BA000007.3	740304	740507	+	204	1023
cds-BAB34089.1	BA000007.3	740608	741573	-	966	3631
cds-BAB34090.2	BA000007.3	741782	742735	-	954	170
cds-BAB34091.2	BA000007.3	742995	743636	-	642	1143
cds-BAB34092.1	BA000007.3	743737	744000	-	264	916
cds-BAB34093.2	BA000007.3	744110	745321	-	1212	1953
cds-BAB34094.1	BA000007.3	745461	746549	-	1089	1664
cds-BAB34095.1	BA000007.3	746560	747672	-	1113	1029
cds-BAB34096.1	BA000007.3	747675	749576	-	1902	2274
cds-BAB34097.1	BA000007.3	749607	750074	-	468	528
cds-BAB34098.2	BA000007.3	750078	750395	-	318	924
cds-BAB34099.1	BA000007.3	750655	751266	-	612	275
cds-BAB34100.1	BA000007.3	751290	751931	-	642	896
cds-BAB34101.1	BA000007.3	751933	752964	-	1032	1577
cds-BAB34102.1	BA000007.3	752964	753545	-	582	1837
cds-BAB34103.1	BA000007.3	753560	756142	-	2583	16076
cds-BAB34104.1	BA000007.3	756378	756860	+	483	317
cds-ECs_0682	BA000007.3	756930	757907	-	978	89
cds-BAB34106.1	BA000007.3	758072	758779	+	708	3
cds-BAB34107.1	BA000007.3	758776	760203	+	1428	13
cds-BAB34108.1	BA000007.3	760213	760767	-	555	10
cds-BAB34109.1	BA000007.3	760869	761576	+	708	13
cds-ECs_0687	BA000007.3	761573	763024	+	1452	76
cds-BAB34112.1	BA000007.3	763084	764754	-	1671	48
cds-BAB34113.1	BA000007.3	764838	765773	-	936	332
cds-BAB34114.1	BA000007.3	765891	766616	-	726	511
cds-BAB34115.1	BA000007.3	766616	767290	-	675	317
cds-BAB34116.1	BA000007.3	767290	768030	-	741	432
cds-BAB34117.1	BA000007.3	768200	769108	-	909	1708
cds-BAB34118.1	BA000007.3	769505	771043	-	1539	1425
cds-BAB34119.1	BA000007.3	771068	771946	-	879	3840
cds-BAB34120.1	BA000007.3	772036	772503	-	468	940
cds-BAB34121.1	BA000007.3	772500	773579	-	1080	2643
cds-BAB34122.1	BA000007.3	773693	775117	-	1425	3313
cds-BAB34123.1	BA000007.3	775263	776438	+	1176	548
cds-BAB34127.1	BA000007.3	777677	779341	-	1665	535
cds-BAB34128.1	BA000007.3	779598	780350	-	753	846
cds-BAB34129.1	BA000007.3	780398	781618	-	1221	1277
cds-BAB34130.1	BA000007.3	781627	782775	-	1149	959
cds-BAB34131.1	BA000007.3	782835	783635	-	801	427
cds-BAB34132.1	BA000007.3	783968	785914	+	1947	630
cds-BAB34133.1	BA000007.3	786117	787781	+	1665	8326
cds-ECs_0711	BA000007.3	788360	789765	+	1406	73
cds-BAB34136.1	BA000007.3	789815	790141	+	327	81
cds-BAB34137.1	BA000007.3	790225	790671	-	447	8177
cds-BAB34138.1	BA000007.3	790960	791490	-	531	2899
cds-BAB34139.1	BA000007.3	791630	791992	-	363	658
cds-BAB34140.1	BA000007.3	792063	792827	-	765	200
cds-BAB34141.1	BA000007.3	793012	793557	+	546	2270
cds-BAB34142.1	BA000007.3	793583	795223	+	1641	3562
cds-BAB34143.1	BA000007.3	795280	796599	-	1320	262
cds-BAB34144.1	BA000007.3	796596	798794	-	2199	183
cds-BAB34145.1	BA000007.3	799484	800161	-	678	126
cds-BAB34146.1	BA000007.3	800158	802842	-	2685	669
cds-BAB34147.1	BA000007.3	802835	803407	-	573	95
cds-BAB34148.1	BA000007.3	803416	805464	-	2049	145
cds-BAB34149.1	BA000007.3	805487	807160	-	1674	128
cds-BAB34150.1	BA000007.3	807160	807249	-	90	8
cds-BAB34151.1	BA000007.3	807562	807768	+	207	1702
cds-BAB34152.1	BA000007.3	808010	812209	+	4200	75
cds-BAB34153.1	BA000007.3	812234	812776	+	543	63
cds-BAB34154.1	BA000007.3	814426	815499	+	1074	26
cds-BAB34155.1	BA000007.3	815648	816157	+	510	103
cds-BAB34156.1	BA000007.3	816154	817572	+	1419	183
cds-BAB34157.1	BA000007.3	817722	819203	-	1482	95
cds-BAB34158.1	BA000007.3	819474	820217	+	744	632
cds-BAB34159.1	BA000007.3	820240	820896	+	657	521
cds-BAB34160.1	BA000007.3	820890	821822	+	933	640
cds-BAB34161.1	BA000007.3	821812	822546	+	735	423
cds-BAB34162.1	BA000007.3	822582	823373	+	792	396
cds-BAB34163.2	BA000007.3	823370	824416	-	1047	243
cds-BAB34164.1	BA000007.3	824565	825626	-	1062	7
cds-BAB34165.1	BA000007.3	825623	826354	-	732	1
cds-ECs_0743	BA000007.3	826369	828819	-	2451	4
cds-BAB34167.2	BA000007.3	828878	829444	-	567	2
cds-BAB34168.1	BA000007.3	829831	831114	-	1284	1987
cds-BAB34169.2	BA000007.3	831808	832212	+	405	1957
cds-BAB34170.1	BA000007.3	832206	832553	+	348	1456
cds-BAB34171.1	BA000007.3	832553	834319	+	1767	6789
cds-BAB34172.1	BA000007.3	834335	835051	+	717	2670
cds-BAB34174.1	BA000007.3	835352	838153	+	2802	15181
cds-BAB34175.1	BA000007.3	838168	839385	+	1218	7222
cds-BAB34176.1	BA000007.3	839479	840645	+	1167	5574
cds-BAB34177.1	BA000007.3	840645	841514	+	870	3496
cds-BAB34178.1	BA000007.3	842181	843086	+	906	0
cds-BAB34179.1	BA000007.3	843120	843722	-	603	0
cds-BAB34180.1	BA000007.3	843732	845384	-	1653	0
cds-BAB34181.1	BA000007.3	845492	846772	-	1281	0
cds-BAB34182.1	BA000007.3	846933	847250	-	318	0
cds-BAB34183.1	BA000007.3	847247	848617	-	1371	135
cds-BAB34184.1	BA000007.3	848621	849862	-	1242	0
cds-BAB34185.1	BA000007.3	849862	851307	-	1446	0
cds-BAB34186.1	BA000007.3	851326	852714	-	1389	0
cds-BAB34187.1	BA000007.3	852714	853163	-	450	0
cds-BAB34189.1	BA000007.3	853711	854133	-	423	0
cds-BAB34190.1	BA000007.3	854215	855159	-	945	0
cds-BAB34191.2	BA000007.3	855965	857533	+	1569	4907
cds-BAB34192.1	BA000007.3	857549	858688	+	1140	4466
cds-BBE29399.1	BA000007.3	858703	858816	+	114	366
cds-BAB34193.1	BA000007.3	858816	859109	+	294	725
cds-BAB34194.1	BA000007.3	859259	859663	+	405	4515
cds-BAB34195.1	BA000007.3	859660	860352	+	693	4474
cds-BAB34196.1	BA000007.3	860356	860784	+	429	2415
cds-BAB34197.1	BA000007.3	860849	862033	+	1185	5886
cds-BAB34198.1	BA000007.3	862166	863458	+	1293	12142
cds-BAB34199.1	BA000007.3	863493	864014	+	522	11407
cds-BAB34200.1	BA000007.3	864024	864815	+	792	7745
cds-BAB34201.1	BA000007.3	865950	866993	+	1044	180
cds-BAB34202.1	BA000007.3	867031	867750	+	720	185
cds-BAB34203.1	BA000007.3	867747	868688	-	942	184
cds-BAB34204.1	BA000007.3	868802	869182	-	381	637
cds-BAB34205.1	BA000007.3	869498	870550	+	1053	1045
cds-BAB34206.1	BA000007.3	870716	871468	-	753	4980
cds-BAB34207.1	BA000007.3	871670	872710	-	1041	810
cds-BAB34208.1	BA000007.3	872704	873852	-	1149	541
cds-BAB34209.1	BA000007.3	873856	874902	-	1047	433
cds-BAB34210.1	BA000007.3	874912	875928	-	1017	786
cds-BAB34211.1	BA000007.3	876190	877662	-	1473	461
cds-BAB34212.1	BA000007.3	877730	878518	-	789	673
cds-BAB34213.1	BA000007.3	878647	878796	+	150	3318
cds-BAB34214.1	BA000007.3	878963	879736	+	774	3881
cds-BAB34215.1	BA000007.3	879736	880425	+	690	400
cds-BAB34216.1	BA000007.3	880428	881486	+	1059	255
cds-BAB34217.1	BA000007.3	881487	882305	-	819	494
cds-BAB34218.1	BA000007.3	882460	883455	+	996	1075
cds-BAB34219.2	BA000007.3	883496	884449	-	954	42
cds-BAB34220.1	BA000007.3	884633	885685	+	1053	11
cds-BAB34221.1	BA000007.3	885761	887194	+	1434	10
cds-BAB34222.2	BA000007.3	887377	889638	+	2262	253
cds-BAB34223.1	BA000007.3	889779	891062	-	1284	3282
cds-ECs_5702	BA000007.3	891197	891967	-	771	1
cds-BAB34225.1	BA000007.3	892499	892666	-	168	0
cds-BAB34227.2	BA000007.3	892909	893511	+	603	0
cds-BAB34228.1	BA000007.3	893722	893943	-	222	0
cds-BAB34229.2	BA000007.3	894042	894257	-	216	0
cds-BAB34230.1	BA000007.3	894334	894525	-	192	0
cds-BAB34231.1	BA000007.3	894498	894680	-	183	0
cds-BAB34232.1	BA000007.3	894677	895357	-	681	1
cds-ECs_0810	BA000007.3	895354	896001	-	648	0
cds-BAB34235.1	BA000007.3	896394	897017	+	624	0
cds-BAB34236.1	BA000007.3	897014	897679	+	666	0
cds-BAB34237.1	BA000007.3	897891	898850	-	960	0
cds-BAB34238.1	BA000007.3	899325	900014	+	690	0
cds-BAB34239.2	BA000007.3	900198	900941	+	744	0
cds-BAB34240.1	BA000007.3	901266	901664	-	399	0
cds-BAB34241.1	BA000007.3	901807	902022	+	216	8
cds-BAB34242.1	BA000007.3	902022	902519	+	498	82
cds-BAB34243.1	BA000007.3	902516	902983	+	468	4
cds-BAB34244.1	BA000007.3	902736	902942	+	207	0
cds-BAB34245.1	BA000007.3	902971	903123	+	153	0
cds-BAB34247.1	BA000007.3	903798	904289	+	492	0
cds-BAB34248.1	BA000007.3	904289	906391	+	2103	0
cds-BAB34249.2	BA000007.3	906528	907652	+	1125	1
cds-ECs_0827	BA000007.3	907747	908109	+	363	0
cds-BAB34252.2	BA000007.3	908054	910081	+	2028	2
cds-BAB34253.2	BA000007.3	910168	910491	+	324	0
cds-BAB34254.1	BA000007.3	910484	910759	+	276	0
cds-BAB34255.1	BA000007.3	910771	911349	+	579	0
cds-BAB34256.1	BA000007.3	911346	911747	+	402	0
cds-BAB34257.1	BA000007.3	911758	912501	+	744	0
cds-BAB34258.1	BA000007.3	912562	912948	+	387	1
cds-BAB34259.1	BA000007.3	912957	913286	+	330	0
cds-BAB34260.1	BA000007.3	913258	916323	+	3066	1
cds-BAB34261.1	BA000007.3	916323	916652	+	330	0
cds-BAB34262.1	BA000007.3	916662	917360	+	699	0
cds-BAB34263.2	BA000007.3	917366	918109	+	744	0
cds-BAB34264.2	BA000007.3	918142	918654	+	513	1
cds-BAB34265.1	BA000007.3	918715	922128	+	3414	0
cds-BAB34266.1	BA000007.3	922199	922798	+	600	0
cds-BAB34267.1	BA000007.3	922858	924174	+	1317	0
cds-BAB34268.2	BA000007.3	924176	924445	+	270	0
cds-BAB34269.1	BA000007.3	924622	925602	+	981	0
cds-BAB34270.2	BA000007.3	925636	926655	+	1020	0
cds-BAB34271.1	BA000007.3	927483	928364	+	882	2
cds-BAB34272.1	BA000007.3	928399	928533	+	135	0
cds-BAB34273.1	BA000007.3	928595	929293	+	699	32
cds-BAB34274.1	BA000007.3	929800	930276	-	477	478
cds-BAB34275.1	BA000007.3	930335	931624	-	1290	45
cds-BAB34276.1	BA000007.3	931711	932751	+	1041	38
cds-BAB34277.1	BA000007.3	932748	933902	+	1155	18
cds-BAB34278.1	BA000007.3	933889	934644	+	756	21
cds-BAB34279.1	BA000007.3	934637	935314	+	678	29
cds-BAB34280.1	BA000007.3	935893	937914	+	2022	3632
cds-BAB34281.1	BA000007.3	938105	939013	-	909	720
cds-BAB34282.1	BA000007.3	939410	940399	+	990	1142
cds-BAB34283.1	BA000007.3	940421	940933	+	513	607
cds-BAB34284.1	BA000007.3	940936	941421	+	486	1922
cds-BAB34285.1	BA000007.3	941414	941659	+	246	188
cds-BAB34286.1	BA000007.3	941661	942113	+	453	733
cds-BAB34287.1	BA000007.3	942249	942953	+	705	957
cds-BAB34288.1	BA000007.3	943161	943874	+	714	105
cds-BAB34289.1	BA000007.3	943910	944866	-	957	92
cds-BAB34290.1	BA000007.3	944866	946107	-	1242	173
cds-BAB34291.1	BA000007.3	946104	946865	-	762	149
cds-BAB34292.1	BA000007.3	946998	947408	+	411	111
cds-BAB34293.1	BA000007.3	947370	948476	-	1107	88
cds-BAB34294.1	BA000007.3	948487	949620	-	1134	117
cds-BAB34295.2	BA000007.3	949613	951349	-	1737	313
cds-BAB34296.2	BA000007.3	951342	952337	-	996	247
cds-BAB34297.2	BA000007.3	952340	953011	-	672	115
cds-BAB34298.1	BA000007.3	953240	954607	+	1368	1061
cds-BAB34299.1	BA000007.3	955215	957227	+	2013	1
cds-BAB34300.1	BA000007.3	957511	959661	+	2151	998
cds-BAB34301.1	BA000007.3	959689	960651	+	963	544
cds-BAB34302.1	BA000007.3	960792	961877	+	1086	600
cds-BAB34303.1	BA000007.3	962106	962366	-	261	320
cds-BAB34304.1	BA000007.3	962631	962897	-	267	151
cds-BAB34305.2	BA000007.3	962973	963656	-	684	42
cds-BAB34306.1	BA000007.3	963701	965983	-	2283	167
cds-BAB34307.2	BA000007.3	966248	966508	-	261	65
cds-BAB34308.2	BA000007.3	966784	967710	+	927	224
cds-BAB34309.1	BA000007.3	967707	969932	-	2226	137
cds-BAB34310.1	BA000007.3	970049	970771	-	723	1297
cds-BAB34311.1	BA000007.3	970768	971427	-	660	817
cds-BAB34312.1	BA000007.3	971565	972311	-	747	2676
cds-BAB34313.1	BA000007.3	972715	973218	-	504	7968
cds-BAB34314.1	BA000007.3	973517	974404	-	888	86
cds-BAB34315.1	BA000007.3	974757	975272	+	516	39640
cds-BAB34316.1	BA000007.3	975321	976904	-	1584	840
cds-BAB34317.1	BA000007.3	977490	977957	+	468	1649
cds-BAB34318.1	BA000007.3	977954	979072	+	1119	605
cds-BAB34319.1	BA000007.3	979130	980050	-	921	3922
cds-BAB34320.1	BA000007.3	980269	981861	+	1593	1394
cds-BAB34321.1	BA000007.3	982029	983294	-	1266	400
cds-BAB34322.1	BA000007.3	983446	984261	-	816	682
cds-ECs_0900	BA000007.3	984407	986838	-	2432	77
cds-BAB34325.1	BA000007.3	986844	987743	-	900	10
cds-BAB34326.2	BA000007.3	987874	988536	+	663	129
cds-BAB34327.1	BA000007.3	988715	989464	-	750	1246
cds-BAB34328.1	BA000007.3	989464	990699	-	1236	1455
cds-ECs_0906	BA000007.3	990903	991868	+	966	2349
cds-BAB34331.2	BA000007.3	991855	993726	+	1872	2868
cds-BAB34332.1	BA000007.3	993746	995284	+	1539	1683
cds-BAB34333.1	BA000007.3	995302	996222	+	921	600
cds-BAB34334.1	BA000007.3	996225	997136	+	912	534
cds-BAB34335.1	BA000007.3	997314	999662	+	2349	2038
cds-BAB34336.1	BA000007.3	999670	1000998	+	1329	501
cds-BBE29400.1	BA000007.3	1001068	1001397	-	330	0
cds-BBE29401.1	BA000007.3	1001387	1001773	-	387	0
cds-BAB34338.1	BA000007.3	1001999	1003324	-	1326	739
cds-BAB34339.1	BA000007.3	1003537	1003920	+	384	597
cds-BAB34340.1	BA000007.3	1004031	1005146	+	1116	68
cds-BAB34341.2	BA000007.3	1005143	1005769	-	627	444
cds-BAB34342.1	BA000007.3	1006015	1007217	+	1203	1924
cds-BAB34343.1	BA000007.3	1007264	1008022	-	759	619
cds-BAB34344.1	BA000007.3	1008080	1008676	-	597	597
cds-BAB34345.1	BA000007.3	1008961	1010193	+	1233	253
cds-BAB34346.2	BA000007.3	1010234	1010512	-	279	134
cds-BAB34347.2	BA000007.3	1010604	1011419	-	816	130
cds-BAB34348.1	BA000007.3	1011419	1012627	-	1209	59
cds-BAB34349.1	BA000007.3	1012711	1013247	+	537	50
cds-BAB34350.1	BA000007.3	1013422	1015107	-	1686	1051
cds-BAB34351.1	BA000007.3	1015377	1015754	+	378	284
cds-BAB34352.1	BA000007.3	1015784	1016041	-	258	6006
cds-BAB34353.1	BA000007.3	1016201	1016488	+	288	94
cds-BAB34354.1	BA000007.3	1016472	1017194	+	723	465
cds-BAB34355.1	BA000007.3	1017255	1018157	+	903	866
cds-BAB34356.1	BA000007.3	1018245	1018721	+	477	1868
cds-BAB34357.1	BA000007.3	1019072	1020184	+	1113	137
