# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-a" "ref/shizo_gff.gff" "-o" "counts/shi_glyc_1_gene_counts.txt" "-t" "CDS" "-g" "ID" "star/shi_glyc_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star/shi_glyc_1Aligned.sortedByCoord.out.bam
cds-CAA91133.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	751673;751840;752188;752343;752473;753156	751800;752131;752296;752429;753079;753210	-;-;-;-;-;-	1278	135
cds-CAA91134.1	CU329670.1;CU329670.1;CU329670.1	753704;753887;753987	753841;753939;754830	+;+;+	1035	211
cds-CAA91135.2	CU329670.1	755080	755502	-	423	378
cds-CAA91203.1	CU329670.1;CU329670.1;CU329670.1	756598;756779;756989	756610;756881;757085	-;-;-	213	279
cds-CAA91204.1	CU329670.1	758208	760550	-	2343	107
cds-CAA91205.1	CU329670.1;CU329670.1	767709;769812	769748;770090	+;+	2319	320
cds-CAA91206.1	CU329670.1	770623	772323	+	1701	219
cds-CAA91207.1	CU329670.1	772673	773929	-	1257	195
cds-CAK9837280.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	774000;774155;774453;775414;775641	774023;774403;775290;775513;775863	-;-;-;-;-	1434	135
cds-CAA91209.1	CU329670.1;CU329670.1;CU329670.1	777259;777338;777891	777287;777731;778283	+;+;+	816	162
cds-CAA91210.1	CU329670.1	778532	781156	+	2625	425
cds-CAA91212.1	CU329670.1;CU329670.1;CU329670.1	782142;782438;782803	782336;782704;783144	-;-;-	804	75
cds-CAA91211.1	CU329670.1	781487	782035	+	549	98
cds-CAA91213.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	784675;785698;785896;786161;786274;786440	785632;785855;786062;786229;786399;786563	-;-;-;-;-;-	1602	39
cds-CAA91214.1	CU329670.1	787119	789164	-	2046	854
cds-CAA91215.3	CU329670.1;CU329670.1;CU329670.1	790884;792014;792129	791851;792091;792168	-;-;-	1086	245
cds-CAA91190.1	CU329670.1;CU329670.1;CU329670.1	792689;793049;793659	792949;793609;793760	-;-;-	924	193
cds-CAA91191.1	CU329670.1	795084	796580	+	1497	220
cds-CAA91192.1	CU329670.1;CU329670.1;CU329670.1	796993;798318;798548	798229;798497;798600	-;-;-	1470	111
cds-CAA91193.1	CU329670.1	799550	800764	+	1215	99
cds-CAA91194.2	CU329670.1	801310	804087	-	2778	165
cds-CAA91195.2	CU329670.1	804996	807506	+	2511	293
cds-CAA91167.1	CU329670.1;CU329670.1	808028;808256	808197;812042	+;+	3957	276
cds-CAA91168.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	812107;812192;813559;813816	812139;813472;813766;813970	-;-;-;-	1677	418
cds-CAA91169.1	CU329670.1	814451	815356	+	906	29
cds-CAA91170.1	CU329670.1	815515	817620	-	2106	190
cds-CAA91171.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	818117;818207;818429;818975	818140;818318;818915;819650	+;+;+;+	1299	255
cds-CAA91172.1	CU329670.1;CU329670.1;CU329670.1	820163;821045;821377	821005;821118;821704	-;-;-	1245	920
cds-CAA91173.1	CU329670.1;CU329670.1	822332;822489	822429;822849	-;-	459	45
cds-CAA91174.2	CU329670.1;CU329670.1	823739;823894	823784;826229	+;+	2382	400
cds-CAA91175.1	CU329670.1;CU329670.1;CU329670.1	826538;827465;827903	827420;827678;828011	-;-;-	1206	46
cds-CAA91176.1	CU329670.1;CU329670.1;CU329670.1	829214;829356;829508	829312;829424;831499	-;-;-	2160	183
cds-CAA91177.1	CU329670.1	832027	836013	+	3987	488
cds-CAA91178.1	CU329670.1	836383	837972	+	1590	345
cds-CAA91179.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	838320;838425;839044;839231	838382;838995;839192;841387	+;+;+;+	2940	806
cds-CAA91180.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1	841572;841908;842126;842321	841859;842053;842241;842490	-;-;-;-	720	75
cds-CAK9837308.1	CU329670.1	843296	844084	+	789	324
cds-CAB86467.1	CU329670.1	845145	845924	+	780	562
cds-CAB86468.1	CU329670.1	846331	848976	-	2646	259
cds-CAB86469.1	CU329670.1	849520	850122	+	603	405
cds-CAB86470.2	CU329670.1;CU329670.1	850676;850730	850691;854346	+;+	3633	680
cds-CAB72227.1	CU329670.1;CU329670.1	854523;863155	862924;869527	-;-	14775	2865
cds-CAB72228.1	CU329670.1	871025	872320	+	1296	75
cds-CAB72229.1	CU329670.1	873167	873751	+	585	0
cds-CAB72230.1	CU329670.1	874532	875563	-	1032	32
cds-CAB72231.1	CU329670.1;CU329670.1;CU329670.1	876947;877004;877175	876962;877106;878582	+;+;+	1527	321
cds-CAB72232.1	CU329670.1;CU329670.1	879214;879987	879835;880189	-;-	825	361
cds-CAB72233.1	CU329670.1	881023	883650	-	2628	380
cds-CAB72234.1	CU329670.1	884445	885542	+	1098	389
cds-CAB72235.1	CU329670.1	885895	887172	-	1278	196
cds-CAB72236.1	CU329670.1;CU329670.1;CU329670.1	887661;887899;888027	887836;887981;889033	+;+;+	1266	538
cds-CAB72237.1	CU329670.1	889130	892120	-	2991	721
cds-CAB72238.2	CU329670.1	893719	894423	-	705	142
cds-CAA22554.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	895366;895597;895823;896039	895407;895765;895974;896401	+;+;+;+	726	439
cds-CAA22555.1	CU329670.1;CU329670.1	896877;897242	897163;897767	+;+	813	37
cds-CAA22556.1	CU329670.1	898191	898949	-	759	2201
cds-CAA22557.1	CU329670.1	899567	901753	-	2187	524
cds-CAB50921.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1	903101;903246;903392;903546	903172;903343;903468;903676	+;+;+;+	378	68
cds-CAA22596.1	CU329670.1;CU329670.1	904266;904680	904628;905132	+;+	816	49
cds-CAA22597.1	CU329670.1;CU329670.1;CU329670.1	905129;906033;906288	905977;906144;906355	-;-;-	1029	119
cds-CAA22598.1	CU329670.1;CU329670.1	906884;907090	907045;908433	+;+	1506	133
cds-CAA22599.1	CU329670.1;CU329670.1	908839;908924	908871;911074	+;+	2184	258
cds-CAA22600.1	CU329670.1	911274	911678	-	405	193
cds-CAA22601.1	CU329670.1	913657	914031	+	375	93
cds-CAA22602.1	CU329670.1	914328	914618	+	291	39
cds-CAA22603.1	CU329670.1	915092	919231	+	4140	357
cds-CAA22604.1	CU329670.1;CU329670.1	919973;920769	920716;922010	+;+	1986	96
cds-CAA22605.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	922314;922425;922571;922893	922383;922518;922747;924960	+;+;+;+	2409	347
cds-CAA22606.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	925212;925503;925962;926122	925446;925857;926066;926245	-;-;-;-	819	302
cds-CAA22607.1	CU329670.1;CU329670.1;CU329670.1	926501;926736;927489	926671;927381;927571	-;-;-	900	42
cds-CAA22608.1	CU329670.1	928213	928443	-	231	47
cds-CAC34405.1	CU329670.1	929159	929473	-	315	2
cds-CAA22609.1	CU329670.1;CU329670.1;CU329670.1	929939;930006;930678	929957;930196;931631	+;+;+	1164	268
cds-CAA22610.1	CU329670.1	933052	933954	-	903	133
cds-CAA22611.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1	935249;935747;935860;935943	935668;935812;935899;935989	-;-;-;-	573	101
cds-CAA22612.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	936271;936453;937760;937928	936371;937719;937891;938107	-;-;-;-	1680	439
cds-CAA22613.1	CU329670.1;CU329670.1;CU329670.1	938448;939002;939630	938958;939575;939759	-;-;-	1215	129
cds-CAA22614.1	CU329670.1	939871	941889	-	2019	56
cds-CAA22615.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	942240;942451;942615;942727;942805	942296;942573;942680;942748;943166	+;+;+;+;+	630	248
cds-CAA22616.2	CU329670.1;CU329670.1;CU329670.1	943625;943741;943961	943692;943904;945927	-;-;-	2199	394
cds-CAB60695.1	CU329670.1;CU329670.1	947964;948481	948132;948581	-;-	270	186
cds-CCD31310.1	CU329670.1;CU329670.1	949646;949729	949680;950047	+;+	354	51
cds-CAB60696.1	CU329670.1	950298	950651	-	354	68
cds-CAB60697.1	CU329670.1;CU329670.1	951054;952454	952394;952603	-;-	1491	366
cds-CAB60698.1	CU329670.1;CU329670.1	953113;953228	953174;954074	+;+	909	108
cds-CAB60699.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	954355;955650;956234;956360	955585;956184;956272;956474	-;-;-;-	1920	102
cds-CAB60700.1	CU329670.1	957646	958350	-	705	109
cds-CAB60701.1	CU329670.1;CU329670.1	960061;960608	960417;962113	+;+	1863	249
cds-CAB60702.1	CU329670.1	962437	964434	-	1998	129
cds-CAB60703.1	CU329670.1	966430	967368	+	939	174
cds-CBA11492.1	CU329670.1;CU329670.1	967865;968030	967958;968205	-;-	270	12
cds-CAB60704.1	CU329670.1	968783	970360	-	1578	7332
cds-CAB60705.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	971258;971447;972320;972757	971404;972268;972644;973241	-;-;-;-	1779	145
cds-CAB60706.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	974167;976245;976389;976577	976137;976330;976463;976733	-;-;-;-	2289	407
cds-CAD33796.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	977709;977804;977905;978049;978333	977757;977857;978006;978189;978637	+;+;+;+;+	651	40
cds-CBA11493.1	CU329670.1;CU329670.1;CU329670.1	978903;979120;979215	979021;979176;979374	+;+;+	336	121
cds-CAB60708.3	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	979679;980093;980289;980434;980628;980846;980944	980026;980239;980378;980532;980774;980898;981076	-;-;-;-;-;-;-	1017	104
cds-CAB57437.1	CU329670.1	981798	983255	-	1458	145
cds-CAB57438.1	CU329670.1	985011	986747	-	1737	138
cds-CAB57439.1	CU329670.1;CU329670.1;CU329670.1	988397;988462;988748	988422;988568;989688	+;+;+	1074	479
cds-CAB57440.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	990250;990339;990472;990712;990856	990289;990413;990600;990793;991525	+;+;+;+;+	996	147
cds-CAB57441.2	CU329670.1	991752	993278	-	1527	107
cds-CAB57442.1	CU329670.1	995476	996942	-	1467	68
cds-CAB57443.1	CU329670.1	998953	1002003	+	3051	102
cds-CAB57444.1	CU329670.1	1002999	1003463	-	465	1813
cds-CAB57445.1	CU329670.1	1006394	1007749	+	1356	167
cds-CAB57446.1	CU329670.1;CU329670.1;CU329670.1	1008439;1008849;1009069	1008581;1009023;1010160	+;+;+	1410	458
cds-CAB57447.2	CU329670.1	1010640	1015328	-	4689	1585
cds-CAB88876.3	CU329670.1;CU329670.1;CU329670.1	1016366;1016730;1018869	1016669;1018827;1018875	-;-;-	2409	216
cds-CAB59616.1	CU329670.1	1019612	1020574	-	963	213
cds-CAB59617.1	CU329670.1;CU329670.1;CU329670.1	1021917;1022847;1023836	1022807;1023794;1023874	+;+;+	1878	35
cds-CAB59618.1	CU329670.1	1024176	1025477	-	1302	209
cds-CAB59619.1	CU329670.1	1028316	1029797	+	1482	113
cds-CAB59620.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1030230;1030338;1030503;1030811;1030998;1031418	1030287;1030441;1030721;1030926;1031361;1031693	+;+;+;+;+;+	1137	150
cds-CAB16873.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1032182;1032258;1032359;1032628;1032766	1032215;1032310;1032586;1032716;1034167	+;+;+;+;+	1806	269
cds-CAB16874.1	CU329670.1	1034296	1035762	+	1467	395
cds-CAO77637.2	CU329670.1;CU329670.1	1036033;1036397	1036343;1036508	+;+	423	64
cds-CAB16876.1	CU329670.1;CU329670.1	1036833;1038116	1038061;1038182	-;-	1296	557
cds-CAB16877.1	CU329670.1	1038666	1039649	-	984	39
cds-CAB16878.1	CU329670.1	1040241	1040846	+	606	30
cds-CAD86888.1	CU329670.1;CU329670.1;CU329670.1	1041535;1041673;1042070	1041598;1041745;1042550	+;+;+	618	257
cds-CAB16880.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1043220;1043382;1043596;1043720;1044001	1043264;1043512;1043671;1043789;1044074	-;-;-;-;-	396	131
cds-CAB16881.1	CU329670.1	1044995	1046578	+	1584	107
cds-CAB16882.1	CU329670.1;CU329670.1;CU329670.1	1047316;1047435;1047530	1047385;1047485;1047591	+;+;+	183	212
cds-CAB16883.1	CU329670.1;CU329670.1;CU329670.1	1049035;1049365;1050175	1049198;1050088;1050489	+;+;+	1203	161
cds-CAB16884.1	CU329670.1;CU329670.1;CU329670.1	1051729;1051783;1051971	1051739;1051921;1052174	+;+;+	354	74
cds-CAB16885.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1	1052984;1053244;1053720;1054346	1053167;1053676;1054254;1054468	+;+;+;+	1275	59
cds-CAB16886.1	CU329670.1;CU329670.1;CU329670.1	1054735;1054874;1055168	1054809;1054956;1055642	+;+;+	633	225
cds-CAB16887.1	CU329670.1	1056141	1057415	-	1275	399
cds-CAB16888.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1058395;1058465;1058623;1059838;1060143;1060709	1058415;1058514;1059777;1060104;1060670;1060745	+;+;+;+;+;+	2058	157
cds-CAB16889.1	CU329670.1;CU329670.1;CU329670.1	1060792;1062631;1062796	1062564;1062738;1062861	-;-;-	1947	156
cds-CAB16890.1	CU329670.1	1063867	1066839	+	2973	706
cds-CAB16891.1	CU329670.1;CU329670.1	1067031;1067773	1067718;1068452	-;-	1368	91
cds-CAB16892.2	CU329670.1	1068731	1069816	+	1086	69
cds-CAK9837406.1	CU329670.1	1070139	1072127	-	1989	1894
cds-CAC34961.1	CU329670.1	1073534	1073854	+	321	14
cds-CAB16354.1	CU329670.1	1074777	1076618	-	1842	5802
cds-CAB16355.2	CU329670.1;CU329670.1;CU329670.1	1080021;1080659;1081471	1080606;1081433;1081561	-;-;-	1452	299
cds-CAB16356.2	CU329670.1;CU329670.1	1082783;1083194	1083142;1083391	-;-	558	18
cds-CAB16357.1	CU329670.1	1084175	1086085	+	1911	161
cds-CAB16358.1	CU329670.1	1086376	1087233	-	858	14
cds-CAB16359.1	CU329670.1	1087819	1088991	-	1173	287
cds-CAK9837414.1	CU329670.1	1090729	1092135	+	1407	231
cds-CAA91900.1	CU329670.1	1092441	1094045	+	1605	264
cds-CAA91899.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1094500;1094616;1094745;1094897;1095142;1095328	1094560;1094695;1094854;1094920;1095274;1095393	-;-;-;-;-;-	474	82
cds-CAA91898.1	CU329670.1;CU329670.1;CU329670.1	1096890;1097012;1097248	1096924;1097198;1097250	-;-;-	225	490
cds-CAA91897.1	CU329670.1	1098036	1099364	-	1329	534
cds-CAA91896.1	CU329670.1	1100128	1101537	-	1410	275
cds-CAA91895.1	CU329670.1;CU329670.1;CU329670.1	1101741;1102023;1102335	1101979;1102290;1103747	-;-;-	1920	246
cds-CAA91894.1	CU329670.1;CU329670.1	1104864;1106253	1106203;1106529	+;+	1617	142
cds-CAA91893.1	CU329670.1	1106773	1107840	-	1068	18
cds-CAA91892.1	CU329670.1;CU329670.1;CU329670.1	1108567;1108759;1109055	1108703;1108846;1110110	+;+;+	1281	287
cds-CAA91891.1	CU329670.1;CU329670.1;CU329670.1	1110117;1110756;1110852	1110293;1110809;1111118	-;-;-	498	67
cds-CAA91890.1	CU329670.1;CU329670.1	1112214;1112508	1112464;1115736	+;+	3480	300
cds-CAK9837426.1	CU329670.1;CU329670.1;CU329670.1	1116057;1116247;1116415	1116202;1116367;1118292	-;-;-	2145	255
cds-CAA91888.2	CU329670.1;CU329670.1	1119378;1119749	1119620;1119763	+;+	258	3
cds-CAA91887.2	CU329670.1	1120548	1123529	+	2982	319
cds-CAA93573.1	CU329670.1	1124167	1128720	+	4554	500
cds-CAA93574.1	CU329670.1	1129548	1132787	+	3240	1384
cds-CAK9837431.1	CU329670.1	1133226	1134302	-	1077	107
cds-CAA93576.3	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1134697;1135195;1135517;1135729;1135932	1135061;1135402;1135684;1135776;1136003	-;-;-;-;-	861	296
cds-CAA93577.1	CU329670.1;CU329670.1	1136352;1136797	1136754;1137731	-;-	1338	47
cds-CAA93578.3	CU329670.1	1138566	1139117	+	552	104
cds-CAA93579.1	CU329670.1;CU329670.1	1139130;1139448	1139333;1140242	+;+	999	202
cds-CAA93580.1	CU329670.1	1140621	1141577	+	957	105
cds-CAA93581.1	CU329670.1	1143115	1144926	+	1812	422
cds-CAA93582.1	CU329670.1;CU329670.1;CU329670.1	1145542;1145888;1146110	1145696;1146041;1146358	+;+;+	558	221
cds-CAA93583.1	CU329670.1	1146833	1148017	+	1185	18
cds-CAA93585.1	CU329670.1	1150855	1151250	-	396	100
cds-CAA93584.1	CU329670.1	1149911	1150216	+	306	98
cds-CAA93586.1	CU329670.1	1152068	1152598	+	531	40
cds-CAA93587.1	CU329670.1	1154733	1155974	+	1242	571
cds-CAA93588.2	CU329670.1	1157110	1158792	-	1683	197
cds-CAB16572.1	CU329670.1	1159626	1160000	-	375	7
cds-CAB16573.1	CU329670.1	1160219	1161352	-	1134	92
cds-CAB16574.1	CU329670.1	1162244	1162636	-	393	100
cds-CAB16575.1	CU329670.1	1163123	1163452	+	330	48
cds-CAB16576.1	CU329670.1	1163936	1165225	-	1290	217
cds-CAB16577.1	CU329670.1	1166822	1169503	-	2682	1239
cds-CAK9837451.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1169936;1170169;1170307;1170504;1171362;1171900;1171999	1170029;1170260;1170461;1171270;1171856;1171956;1172126	-;-;-;-;-;-;-	1788	226
cds-CAK9837452.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1170705;1170801;1171362;1171900;1171999	1170724;1171270;1171856;1171956;1172126	-;-;-;-;-	1170	0
cds-CAB16579.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1172470;1172833;1173293;1173673;1174029	1172789;1173207;1173609;1173979;1174155	-;-;-;-;-	1446	83
cds-CAB16580.1	CU329670.1;CU329670.1	1174571;1174758	1174707;1175781	+;+	1161	266
cds-CAB16581.1	CU329670.1	1177065	1178807	+	1743	1943
cds-CAB16582.1	CU329670.1	1179209	1179931	-	723	94
cds-CAB16583.3	CU329670.1	1180254	1180841	+	588	58
cds-CAB16584.1	CU329670.1;CU329670.1;CU329670.1	1181229;1182167;1182273	1182122;1182217;1182371	-;-;-	1044	213
cds-CAB16585.1	CU329670.1	1183312	1185303	-	1992	4028
cds-CAB16587.1	CU329670.1	1188325	1189110	-	786	16
cds-CAB16586.1	CU329670.1;CU329670.1	1186314;1186397	1186337;1187851	+;+	1479	626
cds-CAB11172.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1192545;1192662;1192779;1192916;1193062;1193197	1192592;1192704;1192841;1193010;1193145;1193613	+;+;+;+;+;+	750	202
cds-CAB11173.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	1194197;1194520;1194711;1194914	1194407;1194631;1194870;1195036	-;-;-;-	606	188
cds-CAB11174.1	CU329670.1	1196995	1197903	+	909	314
cds-CAB11175.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1198459;1198592;1199074;1199298;1199454	1198541;1199020;1199219;1199397;1199619	+;+;+;+;+	924	129
cds-CAB11176.1	CU329670.1	1201077	1205498	-	4422	1881
cds-CAA15715.1	CU329670.1;CU329670.1	1206925;1210412	1210358;1210484	-;-	3507	551
cds-CAA15716.1	CU329670.1;CU329670.1	1211446;1212205	1211984;1213468	-;-	1803	802
cds-CAA15717.1	CU329670.1	1213726	1214781	+	1056	234
cds-CAA15718.1	CU329670.1;CU329670.1;CU329670.1	1215121;1215723;1215902	1215638;1215861;1215928	-;-;-	684	32
cds-CAA15719.1	CU329670.1	1217171	1217944	+	774	1076
cds-CAA15720.1	CU329670.1	1218321	1218887	-	567	35
cds-CAA15721.1	CU329670.1;CU329670.1;CU329670.1	1219667;1220495;1220755	1220440;1220703;1220797	-;-;-	1026	90
cds-CAA15722.1	CU329670.1;CU329670.1	1221209;1224822	1224778;1224836	-;-	3585	998
cds-CAA15723.2	CU329670.1;CU329670.1;CU329670.1	1225599;1225811;1226039	1225725;1225936;1227279	+;+;+	1494	60
cds-CAA15724.2	CU329670.1	1227416	1228651	-	1236	253
cds-CAA15725.1	CU329670.1	1229360	1230070	-	711	330
cds-CAA15726.1	CU329670.1	1230788	1232017	-	1230	568
cds-CAA15727.1	CU329670.1	1232316	1233923	-	1608	73
cds-CAA15728.1	CU329670.1	1235667	1236965	+	1299	38
cds-CAA15729.1	CU329670.1;CU329670.1;CU329670.1	1238896;1239025;1239173	1238979;1239108;1239424	+;+;+	420	235
cds-CAA15730.2	CU329670.1	1240321	1241655	-	1335	348
cds-CAB16393.1	CU329670.1	1242295	1242783	-	489	15
cds-CAB16394.1	CU329670.1	1244051	1245475	+	1425	165
cds-CAK9837485.1	CU329670.1;CU329670.1	1246095;1253430	1252807;1253460	-;-	6744	3969
cds-CAB16396.2	CU329670.1;CU329670.1	1255591;1256012	1255953;1256227	+;+	579	59
cds-CAB16397.1	CU329670.1	1256566	1258401	-	1836	465
cds-CAB16398.1	CU329670.1	1259365	1260072	+	708	60
cds-CAB16400.2	CU329670.1;CU329670.1	1260973;1262655	1262609;1262760	-;-	1743	656
cds-CAB57321.1	CU329670.1	1263902	1265542	-	1641	761
cds-CAB57322.1	CU329670.1;CU329670.1	1266269;1266400	1266352;1267647	+;+	1332	63
cds-CAB57323.2	CU329670.1	1267905	1270166	-	2262	20
cds-CAD27495.1	CU329670.1;CU329670.1;CU329670.1	1270750;1271022;1271445	1270916;1271370;1271636	+;+;+	708	0
cds-CAD27496.2	CU329670.1;CU329670.1	1271889;1272015	1271972;1272962	+;+	1032	127
cds-CAD27497.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1273025;1274131;1274231;1274353;1274490	1274077;1274191;1274312;1274447;1274512	-;-;-;-;-	1314	144
cds-CAD27498.1	CU329670.1;CU329670.1	1275535;1275837	1275769;1275871	+;+	270	489
cds-CAO77638.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1276673;1276937;1277041;1277169;1277313;1277458	1276846;1276986;1277108;1277270;1277419;1277751	+;+;+;+;+;+	795	35
cds-CAD27500.1	CU329670.1;CU329670.1	1277785;1278140	1278092;1278974	-;-	1143	90
cds-CAD27501.3	CU329670.1;CU329670.1;CU329670.1	1279573;1279820;1279953	1279779;1279869;1280325	+;+;+	630	52
cds-CAD27503.1	CU329670.1;CU329670.1;CU329670.1	1281414;1282117;1282341	1282073;1282167;1282535	-;-;-	906	14
cds-CAD27502.1	CU329670.1;CU329670.1	1280701;1281107	1281060;1281358	+;+	612	19
cds-CAD27504.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1283130;1283387;1283563;1283759;1284152	1283335;1283504;1283642;1284105;1284330	+;+;+;+;+	930	335
cds-CAD27505.1	CU329670.1	1284531	1285484	-	954	41
cds-CAD27507.2	CU329670.1	1286916	1288922	-	2007	340
cds-CAD27506.1	CU329670.1;CU329670.1	1285627;1285701	1285629;1286261	+;+	564	884
cds-CAB99268.1	CU329670.1	1291278	1292006	+	729	338
cds-CAB99269.1	CU329670.1;CU329670.1	1292617;1293752	1293689;1293803	-;-	1125	143
cds-CAB99270.1	CU329670.1	1294483	1294983	+	501	14
cds-CAB99271.1	CU329670.1;CU329670.1	1295558;1296414	1296255;1296510	-;-	795	255
cds-CAB99272.1	CU329670.1	1297390	1299711	+	2322	519
cds-CAB99273.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1300144;1300282;1300397;1300634;1300889	1300242;1300356;1300480;1300842;1301018	-;-;-;-;-	597	130
cds-CAB99274.1	CU329670.1;CU329670.1	1301917;1305581	1305542;1305617	-;-	3663	347
cds-CAK9837513.1	CU329670.1;CU329670.1	1306457;1306569	1306512;1308942	+;+	2430	1983
cds-CAB11086.1	CU329670.1	1310980	1312683	+	1704	507
cds-CAB11087.1	CU329670.1	1313721	1314464	-	744	305
cds-CAB11088.1	CU329670.1	1316099	1316497	+	399	475
cds-CAB11089.1	CU329670.1	1317093	1318802	-	1710	224
cds-CAB11090.1	CU329670.1	1319846	1320463	+	618	217
cds-CAB11091.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1	1321435;1321782;1321903;1322138	1321483;1321841;1322088;1322301	+;+;+;+	459	64
cds-CAB11092.2	CU329670.1;CU329670.1;CU329670.1;CU329670.1	1322439;1323999;1324195;1324299	1323955;1324140;1324252;1324336	-;-;-;-	1755	206
cds-CAB11093.1	CU329670.1	1325253	1328900	+	3648	457
cds-CAB11094.1	CU329670.1	1329262	1333233	-	3972	1395
cds-CAB11095.2	CU329670.1;CU329670.1	1333665;1335030	1334921;1335143	-;-	1371	245
cds-CAB11096.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1335928;1336389;1336705;1336952;1337402	1336320;1336632;1336901;1337346;1338056	+;+;+;+;+	1884	157
cds-CAB11097.1	CU329670.1;CU329670.1	1338452;1339581	1339375;1339700	-;-	1044	500
cds-CAB11101.2	CU329670.1;CU329670.1;CU329670.1	1340400;1340826;1341583	1340533;1341544;1342427	+;+;+	1698	290
cds-CAB11098.1	CU329670.1;CU329670.1;CU329670.1	1342632;1342979;1343168	1342922;1343114;1344756	-;-;-	2016	283
cds-CAB11099.1	CU329670.1	1345089	1348442	-	3354	860
cds-CAB11100.1	CU329670.1;CU329670.1	1348780;1350915	1350871;1351024	+;+	2202	526
cds-CAB11652.1	CU329670.1;CU329670.1	1352357;1353424	1353236;1353659	-;-	1116	155
cds-CAB11653.1	CU329670.1;CU329670.1;CU329670.1	1354360;1354688;1354758	1354419;1354711;1356842	+;+;+	2169	302
cds-CAC35180.2	CU329670.1	1362571	1363806	+	1236	496
cds-CAB08165.1	CU329670.1	1364846	1367173	+	2328	200
cds-CAB08166.1	CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1;CU329670.1	1368211;1368281;1368388;1368646;1368808;1368945	1368240;1368322;1368441;1368725;1368904;1369109	+;+;+;+;+;+	468	79
